,Service_Year,OMH_Region_Code,OMH_Region_Label,County_Label,Age_Group,Rate_Code_Group,Recipient_Count_By_County,Count_Of_Recipients_By_Rate_Code_Group_And_County,Units_Total,Paid_Claim_Total
6320,2007,1,Western NY,Erie,CHILD,Clinic Treatment,3922,3477,50443,6104080
6321,2007,1,Western NY,Erie,CHILD,Community Residence,3922,21,127,726349
6322,2007,1,Western NY,Erie,CHILD,Comprehensive Psychiatric Emergency Program,3922,189,267,130989
6323,2007,1,Western NY,Erie,CHILD,Day Treatment,3922,111,9618,1587547
6324,2007,1,Western NY,Erie,CHILD,Family Based Treatment/Teaching Family Home,3922,9,84,367058
6325,2007,1,Western NY,Erie,CHILD,Home and Community Based Services Waiver (HCBS),3922,75,416,1200356
6326,2007,1,Western NY,Erie,CHILD,Psychiatric Inpatient,3922,169,3309,2047303
6327,2007,1,Western NY,Erie,CHILD,Psychiatric Inpatient OMH,3922,124,10729,11831214
6328,2007,1,Western NY,Erie,CHILD,Residential Treatment Facility,3922,99,20819,7762967
6329,2007,1,Western NY,Erie,CHILD,"Targeted Case Management (ICM, BCM, SCM)",3922,241,1144,606182
6330,2007,1,Western NY,Genesee,ADULT,Clinic Treatment,629,530,3957,705239
6331,2007,1,Western NY,Genesee,ADULT,Community Residence,629,35,322,604271
6332,2007,1,Western NY,Genesee,ADULT,Continuing Day Treatment,629,107,10330,890504
6333,2007,1,Western NY,Genesee,ADULT,"Targeted Case Management (ICM, BCM, SCM)",629,103,598,231999
6334,2007,1,Western NY,Genesee,CHILD,Clinic Treatment,350,340,2865,490938
6335,2007,1,Western NY,Genesee,CHILD,Community Residence,350,1,2,3958
6336,2007,1,Western NY,Genesee,CHILD,"Targeted Case Management (ICM, BCM, SCM)",350,35,200,87140
6337,2007,1,Western NY,Livingston,ADULT,Clinic Treatment,487,485,4150,641508
6338,2007,1,Western NY,Livingston,ADULT,"Targeted Case Management (ICM, BCM, SCM)",487,26,107,43972
6339,2007,1,Western NY,Livingston,CHILD,Clinic Treatment,229,228,1670,307854
6340,2007,1,Western NY,Livingston,CHILD,"Targeted Case Management (ICM, BCM, SCM)",229,18,72,32153
6341,2007,1,Western NY,Monroe,ADULT,Assertive Community Treatment,12877,59,560,803706
6342,2007,1,Western NY,Monroe,ADULT,Clinic Treatment,12877,11316,122240,13792525
6343,2007,1,Western NY,Monroe,ADULT,Community Residence,12877,401,3620,6371709
6344,2007,1,Western NY,Monroe,ADULT,Comprehensive Psychiatric Emergency Program,12877,1107,2094,832073
6345,2007,1,Western NY,Monroe,ADULT,Continuing Day Treatment,12877,1182,84667,8222827
6346,2007,1,Western NY,Monroe,ADULT,Intensive Psychiatric Rehabilitation Treatment,12877,578,24321,2447730
6347,2007,1,Western NY,Monroe,ADULT,Partial Hospitalization,12877,741,5820,687781
6348,2007,1,Western NY,Monroe,ADULT,Psychiatric Inpatient,12877,1285,14695,10034043
6349,2007,1,Western NY,Monroe,ADULT,Psychiatric Inpatient OMH,12877,50,8706,5735068
6350,2007,1,Western NY,Monroe,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),12877,26,251,468883
6351,2007,1,Western NY,Monroe,ADULT,"Targeted Case Management (ICM, BCM, SCM)",12877,1249,10833,4650099
6352,2007,1,Western NY,Monroe,CHILD,Clinic Treatment,4416,3828,31619,4098450
6353,2007,1,Western NY,Monroe,CHILD,Community Residence,4416,14,175,543554
6354,2007,1,Western NY,Monroe,CHILD,Comprehensive Psychiatric Emergency Program,4416,270,349,162539
6355,2007,1,Western NY,Monroe,CHILD,Day Treatment,4416,227,25946,2501565
6356,2007,1,Western NY,Monroe,CHILD,Family Based Treatment/Teaching Family Home,4416,30,210,852044
6357,2007,1,Western NY,Monroe,CHILD,Home and Community Based Services Waiver (HCBS),4416,166,865,2475877
6358,2007,1,Western NY,Monroe,CHILD,Partial Hospitalization,4416,89,1211,206930
6359,2007,1,Western NY,Monroe,CHILD,Psychiatric Inpatient,4416,175,2914,1965315
6360,2007,1,Western NY,Monroe,CHILD,Psychiatric Inpatient OMH,4416,41,4033,4426725
6361,2007,1,Western NY,Monroe,CHILD,Residential Treatment Facility,4416,131,26724,11527098
6362,2007,1,Western NY,Monroe,CHILD,"Targeted Case Management (ICM, BCM, SCM)",4416,188,1318,634042
6363,2007,1,Western NY,Niagara,ADULT,Clinic Treatment,3203,2719,28262,2910865
6364,2007,1,Western NY,Niagara,ADULT,Community Residence,3203,97,840,1200828
6365,2007,1,Western NY,Niagara,ADULT,Continuing Day Treatment,3203,337,15805,1327106
6366,2007,1,Western NY,Niagara,ADULT,Intensive Psychiatric Rehabilitation Treatment,3203,74,3727,300288
6367,2007,1,Western NY,Niagara,ADULT,Psychiatric Inpatient,3203,561,6258,3779540
6368,2007,1,Western NY,Niagara,ADULT,"Targeted Case Management (ICM, BCM, SCM)",3203,578,4135,1339891
6369,2007,1,Western NY,Niagara,CHILD,Clinic Treatment,1519,1470,24767,2327275
6370,2007,1,Western NY,Niagara,CHILD,Community Residence,1519,12,83,580346
6371,2007,1,Western NY,Niagara,CHILD,Psychiatric Inpatient,1519,81,1603,869231
6372,2007,1,Western NY,Niagara,CHILD,"Targeted Case Management (ICM, BCM, SCM)",1519,125,998,480967
6373,2007,1,Western NY,Ontario,ADULT,Clinic Treatment,1105,839,8053,781463
6374,2007,1,Western NY,Ontario,ADULT,Community Residence,1105,67,453,1299636
6375,2007,1,Western NY,Ontario,ADULT,Comprehensive Psychiatric Emergency Program,1105,202,294,82401
6376,2007,1,Western NY,Ontario,ADULT,Continuing Day Treatment,1105,68,3035,181073
6377,2007,1,Western NY,Ontario,ADULT,Intensive Psychiatric Rehabilitation Treatment,1105,4,157,8101
6378,2007,1,Western NY,Ontario,ADULT,Psychiatric Inpatient,1105,144,743,694628
6379,2007,1,Western NY,Ontario,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1105,179,1140,321520
6380,2007,1,Western NY,Ontario,CHILD,Clinic Treatment,216,162,1702,338548
6381,2007,1,Western NY,Ontario,CHILD,Community Residence,216,9,31,183987
6382,2007,1,Western NY,Ontario,CHILD,Comprehensive Psychiatric Emergency Program,216,62,91,30636
6383,2007,1,Western NY,Ontario,CHILD,Home and Community Based Services Waiver (HCBS),216,1,1,0
6384,2007,1,Western NY,Ontario,CHILD,"Targeted Case Management (ICM, BCM, SCM)",216,18,102,57687
6385,2007,1,Western NY,Orleans,ADULT,Clinic Treatment,269,221,1003,540490
6386,2007,1,Western NY,Orleans,ADULT,Community Residence,269,21,172,360357
6387,2007,1,Western NY,Orleans,ADULT,Continuing Day Treatment,269,41,3964,350267
6388,2007,1,Western NY,Orleans,ADULT,"Targeted Case Management (ICM, BCM, SCM)",269,32,215,95868
6389,2007,1,Western NY,Orleans,CHILD,Clinic Treatment,216,206,1168,619903
6390,2007,1,Western NY,Orleans,CHILD,"Targeted Case Management (ICM, BCM, SCM)",216,34,179,98166
6391,2007,1,Western NY,Schuyler,ADULT,Clinic Treatment,267,266,2930,500261
6392,2007,1,Western NY,Schuyler,ADULT,"Targeted Case Management (ICM, BCM, SCM)",267,21,146,50333
6393,2007,1,Western NY,Schuyler,CHILD,Clinic Treatment,163,163,1985,351488
6394,2007,1,Western NY,Schuyler,CHILD,"Targeted Case Management (ICM, BCM, SCM)",163,28,209,94058
6395,2007,1,Western NY,Seneca,ADULT,Clinic Treatment,415,279,3785,567454
6396,2007,1,Western NY,Seneca,ADULT,Community Residence,415,59,399,1054363
6397,2007,1,Western NY,Seneca,ADULT,Continuing Day Treatment,415,32,844,107820
6398,2007,1,Western NY,Seneca,ADULT,Intensive Psychiatric Rehabilitation Treatment,415,4,0,2455
6399,2007,1,Western NY,Seneca,ADULT,"Targeted Case Management (ICM, BCM, SCM)",415,109,828,280941
6400,2007,1,Western NY,Seneca,CHILD,Clinic Treatment,225,194,2289,313668
6401,2007,1,Western NY,Seneca,CHILD,Community Residence,225,3,15,121783
6402,2007,1,Western NY,Seneca,CHILD,Home and Community Based Services Waiver (HCBS),225,4,17,0
6403,2007,1,Western NY,Seneca,CHILD,"Targeted Case Management (ICM, BCM, SCM)",225,25,135,45683
6404,2007,1,Western NY,Steuben,ADULT,Clinic Treatment,1461,1096,9452,1220114
6405,2007,1,Western NY,Steuben,ADULT,Community Residence,1461,97,669,1062248
6406,2007,1,Western NY,Steuben,ADULT,Continuing Day Treatment,1461,322,20096,1411781
6407,2007,1,Western NY,Steuben,ADULT,Intensive Psychiatric Rehabilitation Treatment,1461,20,243,11941
6408,2007,1,Western NY,Steuben,ADULT,Psychiatric Inpatient,1461,199,981,698978
6409,2007,1,Western NY,Steuben,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1461,55,300,121364
6410,2007,1,Western NY,Steuben,CHILD,Clinic Treatment,1104,864,9509,1173860
6411,2007,1,Western NY,Steuben,CHILD,Community Residence,1104,14,84,522842
6412,2007,1,Western NY,Steuben,CHILD,Day Treatment,1104,48,4778,437086
6413,2007,1,Western NY,Steuben,CHILD,Family Based Treatment/Teaching Family Home,1104,28,230,875884
6414,2007,1,Western NY,Steuben,CHILD,Home and Community Based Services Waiver (HCBS),1104,133,832,2527157
6415,2007,1,Western NY,Steuben,CHILD,Psychiatric Inpatient,1104,123,1217,791690
6416,2007,1,Western NY,Steuben,CHILD,"Targeted Case Management (ICM, BCM, SCM)",1104,74,395,162526
6417,2007,1,Western NY,Tioga,ADULT,Clinic Treatment,486,450,8335,1404852
6418,2007,1,Western NY,Tioga,ADULT,Community Residence,486,12,90,163498
6420,2007,1,Western NY,Tioga,ADULT,"Targeted Case Management (ICM, BCM, SCM)",486,26,231,78538
6421,2007,1,Western NY,Tioga,CHILD,Clinic Treatment,277,277,3240,579884
6422,2007,1,Western NY,Tompkins,ADULT,Clinic Treatment,1140,1022,12535,1820696
6423,2007,1,Western NY,Tompkins,ADULT,Community Residence,1140,58,562,952136
6424,2007,1,Western NY,Tompkins,ADULT,Continuing Day Treatment,1140,102,6122,396605
6425,2007,1,Western NY,Tompkins,ADULT,Psychiatric Inpatient,1140,133,1025,550516
6426,2007,1,Western NY,Tompkins,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1140,143,1341,558854
6427,2007,1,Western NY,Tompkins,CHILD,Clinic Treatment,516,443,5773,670640
6428,2007,1,Western NY,Tompkins,CHILD,Community Residence,516,1,2,3387
6429,2007,1,Western NY,Tompkins,CHILD,Day Treatment,516,51,6386,734807
6430,2007,1,Western NY,Tompkins,CHILD,Psychiatric Inpatient,516,44,482,238754
6431,2007,1,Western NY,Tompkins,CHILD,"Targeted Case Management (ICM, BCM, SCM)",516,15,131,74071
6432,2007,1,Western NY,Wayne,ADULT,Clinic Treatment,1058,805,6523,1230273
6433,2007,1,Western NY,Wayne,ADULT,Community Residence,1058,22,159,297652
6434,2007,1,Western NY,Wayne,ADULT,Continuing Day Treatment,1058,127,8751,651165
6435,2007,1,Western NY,Wayne,ADULT,Intensive Psychiatric Rehabilitation Treatment,1058,19,0,3623
6436,2007,1,Western NY,Wayne,ADULT,Psychiatric Inpatient,1058,210,1439,1237102
6437,2007,1,Western NY,Wayne,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1058,81,580,245919
6438,2007,1,Western NY,Wayne,CHILD,Clinic Treatment,485,455,5034,1000636
6439,2007,1,Western NY,Wayne,CHILD,Community Residence,485,12,93,647238
6440,2007,1,Western NY,Wayne,CHILD,Day Treatment,485,29,3534,918915
6441,2007,1,Western NY,Wayne,CHILD,"Targeted Case Management (ICM, BCM, SCM)",485,19,128,70525
6442,2007,1,Western NY,Wyoming,ADULT,Clinic Treatment,415,274,2837,532783
6443,2007,1,Western NY,Wyoming,ADULT,Community Residence,415,18,117,217412
6444,2007,1,Western NY,Wyoming,ADULT,Continuing Day Treatment,415,90,7958,483708
6445,2007,1,Western NY,Wyoming,ADULT,Psychiatric Inpatient,415,103,569,738003
6446,2007,1,Western NY,Wyoming,ADULT,"Targeted Case Management (ICM, BCM, SCM)",415,46,245,101931
6447,2007,1,Western NY,Wyoming,CHILD,Clinic Treatment,210,205,2359,442091
6448,2007,1,Western NY,Wyoming,CHILD,"Targeted Case Management (ICM, BCM, SCM)",210,45,276,156225
6449,2007,1,Western NY,Yates,ADULT,Clinic Treatment,402,253,2977,186768
6450,2007,1,Western NY,Yates,ADULT,Continuing Day Treatment,402,102,6049,453574
6451,2007,1,Western NY,Yates,ADULT,Psychiatric Inpatient,402,149,638,397769
6452,2007,1,Western NY,Yates,ADULT,"Targeted Case Management (ICM, BCM, SCM)",402,37,270,91664
6453,2007,1,Western NY,Yates,CHILD,Clinic Treatment,161,153,1233,144085
6454,2007,1,Western NY,Yates,CHILD,"Targeted Case Management (ICM, BCM, SCM)",161,16,100,34008
6455,2007,2,Central NY,Broome,ADULT,Assertive Community Treatment,2697,62,636,862164
6456,2007,2,Central NY,Broome,ADULT,Clinic Treatment,2697,1793,18911,2976215
6457,2007,2,Central NY,Broome,ADULT,Community Residence,2697,105,800,1417038
6458,2007,2,Central NY,Broome,ADULT,Comprehensive Psychiatric Emergency Program,2697,665,922,310230
6459,2007,2,Central NY,Broome,ADULT,Intensive Psychiatric Rehabilitation Treatment,2697,30,1204,173249
6460,2007,2,Central NY,Broome,ADULT,Psychiatric Inpatient,2697,393,4247,3925776
6461,2007,2,Central NY,Broome,ADULT,Psychiatric Inpatient OMH,2697,30,6354,4270662
6462,2007,2,Central NY,Broome,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),2697,193,2080,3876706
6463,2007,2,Central NY,Broome,ADULT,"Targeted Case Management (ICM, BCM, SCM)",2697,337,2882,993438
6464,2007,2,Central NY,Broome,CHILD,Clinic Treatment,833,591,5188,1138206
6465,2007,2,Central NY,Broome,CHILD,Community Residence,833,15,98,641579
6466,2007,2,Central NY,Broome,CHILD,Comprehensive Psychiatric Emergency Program,833,216,293,139590
6467,2007,2,Central NY,Broome,CHILD,Day Treatment,833,30,2723,343646
6468,2007,2,Central NY,Broome,CHILD,Home and Community Based Services Waiver (HCBS),833,41,238,740362
6469,2007,2,Central NY,Broome,CHILD,Psychiatric Inpatient,833,4,53,43864
6470,2007,2,Central NY,Broome,CHILD,Psychiatric Inpatient OMH,833,98,3890,4348056
6471,2007,2,Central NY,Broome,CHILD,"Targeted Case Management (ICM, BCM, SCM)",833,130,744,379683
6472,2007,2,Central NY,Cayuga,ADULT,Clinic Treatment,946,815,13245,1582019
6473,2007,2,Central NY,Cayuga,ADULT,Community Residence,946,54,494,611839
6474,2007,2,Central NY,Cayuga,ADULT,Continuing Day Treatment,946,129,10872,868366
6475,2007,2,Central NY,Cayuga,ADULT,Intensive Psychiatric Rehabilitation Treatment,946,41,1674,150923
6476,2007,2,Central NY,Cayuga,ADULT,Psychiatric Inpatient,946,122,878,517596
6477,2007,2,Central NY,Cayuga,ADULT,"Targeted Case Management (ICM, BCM, SCM)",946,102,783,398664
6478,2007,2,Central NY,Cayuga,CHILD,Clinic Treatment,547,436,5795,794928
6479,2007,2,Central NY,Cayuga,CHILD,Community Residence,547,3,11,14051
6480,2007,2,Central NY,Cayuga,CHILD,Day Treatment,547,34,3166,288680
6481,2007,2,Central NY,Cayuga,CHILD,Family Based Treatment/Teaching Family Home,547,28,195,786482
6482,2007,2,Central NY,Cayuga,CHILD,Psychiatric Inpatient,547,3,9,4732
6483,2007,2,Central NY,Cayuga,CHILD,Residential Treatment Facility,547,63,14432,6640583
6484,2007,2,Central NY,Cayuga,CHILD,"Targeted Case Management (ICM, BCM, SCM)",547,40,195,95408
6485,2007,2,Central NY,Chenango,ADULT,Clinic Treatment,580,371,4485,783223
6486,2007,2,Central NY,Chenango,ADULT,Community Residence,580,19,144,313170
6487,2007,2,Central NY,Chenango,ADULT,Continuing Day Treatment,580,220,16985,908639
6488,2007,2,Central NY,Chenango,CHILD,Clinic Treatment,305,275,2257,402803
6489,2007,2,Central NY,Chenango,CHILD,Community Residence,305,1,3,6606
6490,2007,2,Central NY,Chenango,CHILD,Residential Treatment Facility,305,30,6569,2857266
6491,2007,2,Central NY,Clinton,ADULT,Clinic Treatment,1249,887,7392,1438374
6492,2007,2,Central NY,Clinton,ADULT,Community Residence,1249,56,390,653704
6493,2007,2,Central NY,Clinton,ADULT,Personalized Recovery Oriented Services,1249,260,2987,1150814
6494,2007,2,Central NY,Clinton,ADULT,Psychiatric Inpatient,1249,244,2463,2187046
6495,2007,2,Central NY,Clinton,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1249,128,851,356277
6496,2007,2,Central NY,Clinton,CHILD,Clinic Treatment,624,525,6304,1303440
6497,2007,2,Central NY,Clinton,CHILD,Community Residence,624,2,2,3595
6498,2007,2,Central NY,Clinton,CHILD,Family Based Treatment/Teaching Family Home,624,24,204,828856
6499,2007,2,Central NY,Clinton,CHILD,Home and Community Based Services Waiver (HCBS),624,18,122,367913
6500,2007,2,Central NY,Clinton,CHILD,Psychiatric Inpatient,624,130,1565,1339264
6501,2007,2,Central NY,Clinton,CHILD,"Targeted Case Management (ICM, BCM, SCM)",624,60,235,125183
6502,2007,2,Central NY,Cortland,ADULT,Clinic Treatment,653,559,6254,907538
6503,2007,2,Central NY,Cortland,ADULT,Community Residence,653,33,158,311256
6504,2007,2,Central NY,Cortland,ADULT,Continuing Day Treatment,653,66,4401,216703
6505,2007,2,Central NY,Cortland,ADULT,Psychiatric Inpatient,653,93,545,502292
6506,2007,2,Central NY,Cortland,ADULT,"Targeted Case Management (ICM, BCM, SCM)",653,61,500,226862
6507,2007,2,Central NY,Cortland,CHILD,Clinic Treatment,327,289,2361,356626
6508,2007,2,Central NY,Cortland,CHILD,Day Treatment,327,31,3548,260922
6509,2007,2,Central NY,Cortland,CHILD,Psychiatric Inpatient,327,5,20,17281
6510,2007,2,Central NY,Cortland,CHILD,"Targeted Case Management (ICM, BCM, SCM)",327,44,237,134125
6511,2007,2,Central NY,Delaware,ADULT,Clinic Treatment,467,463,4205,808791
6512,2007,2,Central NY,Delaware,ADULT,Community Residence,467,22,203,444217
6513,2007,2,Central NY,Delaware,ADULT,"Targeted Case Management (ICM, BCM, SCM)",467,26,133,57090
6514,2007,2,Central NY,Delaware,CHILD,Clinic Treatment,266,254,1637,297649
6515,2007,2,Central NY,Delaware,CHILD,Family Based Treatment/Teaching Family Home,266,24,181,727501
6516,2007,2,Central NY,Delaware,CHILD,"Targeted Case Management (ICM, BCM, SCM)",266,14,99,33666
6517,2007,2,Central NY,Essex,ADULT,Clinic Treatment,222,211,2118,627468
6518,2007,2,Central NY,Essex,ADULT,"Targeted Case Management (ICM, BCM, SCM)",222,45,321,155852
6519,2007,2,Central NY,Essex,CHILD,Clinic Treatment,144,136,1585,483800
6520,2007,2,Central NY,Essex,CHILD,Home and Community Based Services Waiver (HCBS),144,16,113,401821
6521,2007,2,Central NY,Essex,CHILD,"Targeted Case Management (ICM, BCM, SCM)",144,29,143,80808
6522,2007,2,Central NY,Franklin,ADULT,Clinic Treatment,849,802,6426,1372644
6523,2007,2,Central NY,Franklin,ADULT,Community Residence,849,38,325,660483
6524,2007,2,Central NY,Franklin,ADULT,Psychiatric Inpatient,849,44,319,81054
6525,2007,2,Central NY,Franklin,ADULT,"Targeted Case Management (ICM, BCM, SCM)",849,87,548,260753
6526,2007,2,Central NY,Franklin,CHILD,Clinic Treatment,426,418,5842,1319408
6527,2007,2,Central NY,Franklin,CHILD,Community Residence,426,12,94,606497
6528,2007,2,Central NY,Franklin,CHILD,Home and Community Based Services Waiver (HCBS),426,24,141,543740
6529,2007,2,Central NY,Franklin,CHILD,Psychiatric Inpatient,426,2,3,359
6530,2007,2,Central NY,Franklin,CHILD,"Targeted Case Management (ICM, BCM, SCM)",426,65,387,182219
6531,2007,2,Central NY,Fulton,ADULT,Clinic Treatment,1169,1085,17030,2320876
6532,2007,2,Central NY,Fulton,ADULT,Community Residence,1169,71,898,1065262
6533,2007,2,Central NY,Fulton,ADULT,Continuing Day Treatment,1169,60,8558,597308
6534,2007,2,Central NY,Fulton,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1169,69,445,206237
6535,2007,2,Central NY,Fulton,CHILD,Clinic Treatment,435,384,7624,610809
6536,2007,2,Central NY,Fulton,CHILD,Day Treatment,435,13,1388,105718
6537,2007,2,Central NY,Fulton,CHILD,Family Based Treatment/Teaching Family Home,435,24,156,609105
6538,2007,2,Central NY,Fulton,CHILD,Home and Community Based Services Waiver (HCBS),435,30,498,0
6539,2007,2,Central NY,Fulton,CHILD,"Targeted Case Management (ICM, BCM, SCM)",435,32,203,114740
6540,2007,2,Central NY,Hamilton,ADULT,Clinic Treatment,20,4,6,172
6541,2007,2,Central NY,Hamilton,ADULT,"Targeted Case Management (ICM, BCM, SCM)",20,16,49,27660
6542,2007,2,Central NY,Hamilton,CHILD,"Targeted Case Management (ICM, BCM, SCM)",1,1,4,2276
6543,2007,2,Central NY,Herkimer,ADULT,Clinic Treatment,549,506,2797,819763
6544,2007,2,Central NY,Herkimer,ADULT,Community Residence,549,57,332,624327
6545,2007,2,Central NY,Herkimer,CHILD,Clinic Treatment,124,118,804,192105
6546,2007,2,Central NY,Herkimer,CHILD,Community Residence,124,1,2,4064
6547,2007,2,Central NY,Herkimer,CHILD,"Targeted Case Management (ICM, BCM, SCM)",124,6,43,24324
6548,2007,2,Central NY,Jefferson,ADULT,Clinic Treatment,1303,1158,11469,556157
6549,2007,2,Central NY,Jefferson,ADULT,Community Residence,1303,86,650,1036517
6550,2007,2,Central NY,Jefferson,ADULT,Continuing Day Treatment,1303,161,7098,509436
6551,2007,2,Central NY,Jefferson,ADULT,Psychiatric Inpatient,1303,236,2747,1468238
6552,2007,2,Central NY,Jefferson,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1303,101,683,298688
6553,2007,2,Central NY,Jefferson,CHILD,Clinic Treatment,584,485,4256,232432
6554,2007,2,Central NY,Jefferson,CHILD,Community Residence,584,15,109,665906
6555,2007,2,Central NY,Jefferson,CHILD,Day Treatment,584,13,1119,0
6556,2007,2,Central NY,Jefferson,CHILD,Home and Community Based Services Waiver (HCBS),584,79,527,1484403
6557,2007,2,Central NY,Jefferson,CHILD,Psychiatric Inpatient,584,3,37,19177
6558,2007,2,Central NY,Jefferson,CHILD,"Targeted Case Management (ICM, BCM, SCM)",584,85,471,236534
6559,2007,2,Central NY,Lewis,ADULT,Clinic Treatment,381,377,5115,994431
6560,2007,2,Central NY,Lewis,ADULT,"Targeted Case Management (ICM, BCM, SCM)",381,44,252,108930
6561,2007,2,Central NY,Lewis,CHILD,Clinic Treatment,278,278,4521,864711
6562,2007,2,Central NY,Lewis,CHILD,"Targeted Case Management (ICM, BCM, SCM)",278,17,99,55545
6563,2007,2,Central NY,Madison,ADULT,Clinic Treatment,478,402,4804,1024808
6564,2007,2,Central NY,Madison,ADULT,Community Residence,478,26,201,352091
6565,2007,2,Central NY,Madison,ADULT,Continuing Day Treatment,478,67,8562,629208
6566,2007,2,Central NY,Madison,ADULT,"Targeted Case Management (ICM, BCM, SCM)",478,78,554,240658
6567,2007,2,Central NY,Madison,CHILD,Clinic Treatment,179,165,2578,559506
6568,2007,2,Central NY,Madison,CHILD,"Targeted Case Management (ICM, BCM, SCM)",179,35,249,108203
6569,2007,2,Central NY,Montgomery,ADULT,Clinic Treatment,913,718,5754,851230
6570,2007,2,Central NY,Montgomery,ADULT,Community Residence,913,68,525,899263
6571,2007,2,Central NY,Montgomery,ADULT,Continuing Day Treatment,913,121,3298,209431
6572,2007,2,Central NY,Montgomery,ADULT,Intensive Psychiatric Rehabilitation Treatment,913,42,1510,189021
6573,2007,2,Central NY,Montgomery,ADULT,Psychiatric Inpatient,913,236,1309,1143193
6574,2007,2,Central NY,Montgomery,ADULT,"Targeted Case Management (ICM, BCM, SCM)",913,61,447,209065
6575,2007,2,Central NY,Montgomery,CHILD,Clinic Treatment,411,399,4283,679908
6576,2007,2,Central NY,Montgomery,CHILD,Community Residence,411,13,71,480824
6577,2007,2,Central NY,Montgomery,CHILD,Day Treatment,411,1,1,0
6578,2007,2,Central NY,Montgomery,CHILD,Psychiatric Inpatient,411,5,18,14200
6579,2007,2,Central NY,Montgomery,CHILD,"Targeted Case Management (ICM, BCM, SCM)",411,39,210,118788
6580,2007,2,Central NY,Oneida,ADULT,Assertive Community Treatment,3704,71,689,911190
6581,2007,2,Central NY,Oneida,ADULT,Clinic Treatment,3704,2681,27400,3750823
6582,2007,2,Central NY,Oneida,ADULT,Community Residence,3704,186,1403,4198780
6583,2007,2,Central NY,Oneida,ADULT,Continuing Day Treatment,3704,195,7661,416602
6584,2007,2,Central NY,Oneida,ADULT,Psychiatric Inpatient,3704,510,2832,3303359
6585,2007,2,Central NY,Oneida,ADULT,Psychiatric Inpatient OMH,3704,40,9062,6255183
6586,2007,2,Central NY,Oneida,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),3704,483,4811,8970887
6587,2007,2,Central NY,Oneida,ADULT,"Targeted Case Management (ICM, BCM, SCM)",3704,592,5199,1775042
6588,2007,2,Central NY,Oneida,CHILD,Clinic Treatment,1460,1208,10265,3201002
6589,2007,2,Central NY,Oneida,CHILD,Day Treatment,1460,59,564,72140
6590,2007,2,Central NY,Oneida,CHILD,Home and Community Based Services Waiver (HCBS),1460,4,10,0
6591,2007,2,Central NY,Oneida,CHILD,Psychiatric Inpatient,1460,7,16,22209
6592,2007,2,Central NY,Oneida,CHILD,Psychiatric Inpatient OMH,1460,216,10038,11355466
6593,2007,2,Central NY,Oneida,CHILD,Residential Treatment Facility,1460,34,6512,2564939
6594,2007,2,Central NY,Oneida,CHILD,"Targeted Case Management (ICM, BCM, SCM)",1460,30,283,160052
6595,2007,2,Central NY,Onondaga,ADULT,Assertive Community Treatment,4278,65,607,749864
6596,2007,2,Central NY,Onondaga,ADULT,Clinic Treatment,4278,2590,37873,4906568
6597,2007,2,Central NY,Onondaga,ADULT,Community Residence,4278,216,1845,4914964
6598,2007,2,Central NY,Onondaga,ADULT,Comprehensive Psychiatric Emergency Program,4278,1004,1688,611095
6599,2007,2,Central NY,Onondaga,ADULT,Continuing Day Treatment,4278,528,28277,2533524
6600,2007,2,Central NY,Onondaga,ADULT,Intensive Psychiatric Rehabilitation Treatment,4278,38,1544,107093
6601,2007,2,Central NY,Onondaga,ADULT,Partial Hospitalization,4278,7,194,23077
6602,2007,2,Central NY,Onondaga,ADULT,Psychiatric Inpatient,4278,571,5302,4032603
6603,2007,2,Central NY,Onondaga,ADULT,Psychiatric Inpatient OMH,4278,23,2746,1882929
6604,2007,2,Central NY,Onondaga,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),4278,520,4771,8897371
6605,2007,2,Central NY,Onondaga,ADULT,"Targeted Case Management (ICM, BCM, SCM)",4278,550,4130,1752625
6606,2007,2,Central NY,Onondaga,CHILD,Clinic Treatment,1776,1530,24590,3461395
6607,2007,2,Central NY,Onondaga,CHILD,Community Residence,1776,16,90,581899
6608,2007,2,Central NY,Onondaga,CHILD,Comprehensive Psychiatric Emergency Program,1776,173,225,100423
6609,2007,2,Central NY,Onondaga,CHILD,Day Treatment,1776,70,8444,2418687
6610,2007,2,Central NY,Onondaga,CHILD,Home and Community Based Services Waiver (HCBS),1776,81,559,1826122
6611,2007,2,Central NY,Onondaga,CHILD,Psychiatric Inpatient,1776,45,119,79244
6612,2007,2,Central NY,Onondaga,CHILD,Psychiatric Inpatient OMH,1776,161,8908,9920945
6613,2007,2,Central NY,Onondaga,CHILD,"Targeted Case Management (ICM, BCM, SCM)",1776,76,612,320393
6614,2007,2,Central NY,Oswego,ADULT,Assertive Community Treatment,1566,41,398,583427
6615,2007,2,Central NY,Oswego,ADULT,Clinic Treatment,1566,1367,10241,513842
